City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,remire-montjoly,4.9167,-52.2667,26.02,94,56,1.03,GF,1712638201
364,fuchucho,34.5667,133.2333,14.92,71,85,6.37,JP,1712638202
365,anna regina,7.2644,-58.5077,26.85,75,27,4.89,GY,1712638203
366,umba,66.6871,34.3429,-2.53,97,99,1.66,RU,1712638203
367,rio gallegos,-51.6226,-69.2181,5.03,56,0,8.23,AR,1712637964
368,kyzyl-suu,42.3414,78.0056,10.31,39,84,2.87,KG,1712638205
369,mbala,-8.8402,31.3659,16.72,93,94,1.4,ZM,1712638206
370,lompoc,34.6391,-120.4579,11.68,91,0,6.69,US,1712638166
371,wynyard,-41.0,145.7167,14.66,50,47,5.89,AU,1712638208
372,alesd,47.0667,22.4167,10.23,67,87,1.81,RO,1712638209
373,jepelacio,-6.1167,-76.95,17.19,100,100,0.23,PE,1712638210
374,colonia,50.9333,6.95,16.09,78,100,3.6,DE,1712638189
375,nuku'alofa,-21.1333,-175.2,27.19,83,75,5.14,TO,1712638213
376,bishkul,54.7803,69.1033,3.19,93,100,4.0,KZ,1712638214
377,kavaratti,10.5669,72.642,29.49,61,55,2.14,IN,1712638215
378,inirida,3.8653,-67.9239,23.95,79,30,1.15,CO,1712638215
379,westerland,54.9079,8.3033,11.12,100,100,7.2,DE,1712638035
380,camana,-16.6228,-72.7111,21.43,93,100,2.38,PE,1712638217
381,changping,40.2186,116.2197,14.8,20,99,4.41,CN,1712638217
382,santana,-0.0583,-51.1817,26.1,89,75,2.57,BR,1712638218
383,taseyevo,57.2169,94.8978,6.86,63,91,4.02,RU,1712638219
384,akureyri,65.6835,-18.0878,-0.04,93,100,3.09,IS,1712638220
385,prince rupert,54.3161,-130.3201,6.83,85,100,4.63,CA,1712638205
386,okulovka,58.4008,33.2908,7.53,83,99,1.76,RU,1712638222
387,hekimhan,38.818,37.9312,6.29,76,91,3.29,TR,1712638223
388,aras-asan,8.8908,126.3033,28.63,72,100,3.93,PH,1712638224
389,moyynkum,44.2914,72.9469,10.87,83,100,6.1,KZ,1712638224
390,tongchuanshi,35.0806,109.0897,20.68,35,99,5.66,CN,1712638225
391,nogliki,51.8333,143.1667,0.4,81,100,3.78,RU,1712638226
392,cesvaine,56.9667,26.3167,10.51,95,97,2.04,LV,1712638227
393,saint-philippe,-21.3585,55.7679,27.77,74,74,2.71,RE,1712638228
394,afaahiti,-17.75,-149.2833,27.93,83,97,5.52,PF,1712638229
395,datong,40.0936,113.2914,20.11,16,53,6.4,CN,1712638230
396,new norfolk,-42.7826,147.0587,16.07,54,83,4.15,AU,1712638230
397,sidi khaled,34.387,4.9879,20.91,16,77,2.85,DZ,1712638231
398,krasnyy yar,46.5331,48.3456,9.96,45,36,2.28,RU,1712638232
399,aykhal,66.0,111.5,-4.99,81,92,11.3,RU,1712638233
400,yeppoon,-23.1333,150.7333,30.88,47,20,4.73,AU,1712638234
401,bereznik,62.8551,42.7072,0.12,99,100,1.72,RU,1712638234
402,mamuju,-2.6748,118.8885,29.93,67,100,1.93,ID,1712638235
403,neiafu,-18.65,-173.9833,27.38,89,75,5.14,TO,1712638236
404,kristiansund,63.1115,7.732,6.36,52,0,1.54,NO,1712638236
405,papao,-17.75,-149.55,28.82,79,100,4.73,PF,1712638237
406,ancud,-41.8697,-73.8203,6.28,70,10,4.05,CL,1712638238
407,brookings,44.3114,-96.7984,5.1,94,100,5.14,US,1712638240
408,kannod,22.6667,76.7333,33.36,33,19,4.45,IN,1712638241
409,la palma,33.8464,-118.0467,19.34,64,0,2.57,US,1712638085
410,buckhannon,38.994,-80.232,16.49,83,100,1.54,US,1712638243
411,trzebnica,51.3108,17.0633,15.77,71,27,3.58,PL,1712638245
412,alness,57.696,-4.2551,6.03,91,100,1.46,GB,1712638245
413,baruun-urt,46.6806,113.2792,11.91,31,100,2.09,MN,1712638246
414,selfoss,63.9331,-20.9971,-0.53,57,100,6.97,IS,1712638247
415,veraval,20.9,70.3667,31.04,43,0,3.06,IN,1712638248
416,geraldton,-28.7667,114.6,33.23,16,8,7.2,AU,1712638248
417,boguchany,58.3814,97.4531,0.48,72,100,4.47,RU,1712638249
418,juan griego,11.0817,-63.9655,25.36,84,63,4.36,VE,1712638250
419,buka,40.8108,69.1986,15.98,63,100,6.3,UZ,1712638251
420,cadale,2.7603,46.3222,29.49,70,89,3.74,SO,1712638252
421,santa cruz,-17.8,-63.1667,23.7,94,75,2.57,BO,1712638218
422,southside,33.9245,-86.0225,16.78,97,40,0.0,US,1712637981
423,aljezur,37.3191,-8.8033,8.28,78,0,5.69,PT,1712638254
424,la gi,10.6667,107.7833,32.52,53,61,9.45,VN,1712638255
425,clinton,42.587,-82.9199,14.01,79,0,2.06,US,1712638255
426,francisco i. madero,29.7059,-107.8043,6.1,37,0,8.83,MX,1712638256
427,zungeru,9.8128,6.1558,28.19,60,66,2.62,NG,1712638257
428,orange,33.7,-117.7675,18.27,64,0,0.89,US,1712638148
429,abhar,36.1468,49.218,13.71,49,54,1.41,IR,1712638260
430,wyndham vale,-37.8869,144.6241,16.27,66,83,7.17,AU,1712638261
431,lata,40.1629,-8.3327,5.6,92,0,1.37,PT,1712638262
432,thomson,33.4707,-82.5046,16.89,78,0,3.09,US,1712637920
433,hilo,19.7297,-155.09,22.38,94,100,4.12,US,1712638263
434,san juan,-31.5375,-68.5364,23.12,48,0,5.37,AR,1712638092
435,old town,50.087,14.4202,14.38,88,0,3.09,CZ,1712638265
436,praia da vitoria,38.7333,-27.0667,17.14,94,75,7.06,PT,1712638268
437,orapa,-21.2833,25.3667,20.74,88,62,2.26,BW,1712638270
438,melekhovo,56.2773,41.2935,9.84,93,67,2.24,RU,1712638271
439,kudahuvadhoo,2.6708,72.8944,29.18,70,61,2.31,MV,1712638272
440,ballina,-28.8667,153.5667,28.77,56,62,1.24,AU,1712638273
441,carnarvon,-24.8667,113.6333,32.54,28,0,5.2,AU,1712638274
442,bonthe,7.5264,-12.505,26.09,87,39,1.68,SL,1712638276
443,glendale,33.5387,-112.186,19.16,31,20,5.14,US,1712638047
444,tot'ma,59.9747,42.7642,6.37,90,100,3.7,RU,1712638003
445,maxixe,-23.8597,35.3472,23.9,88,40,0.0,MZ,1712638281
446,soligalich,59.0778,42.2864,4.82,84,97,3.61,RU,1712638282
447,maddela,16.3414,121.6849,34.61,44,57,1.28,PH,1712638283
448,chul'man,56.8479,124.9104,-4.85,85,100,1.34,RU,1712638284
449,akhtubinsk,48.2795,46.1722,16.1,46,95,3.41,RU,1712638285
450,ponta delgada,37.7333,-25.6667,18.44,100,75,3.6,PT,1712638286
451,dudinka,69.4058,86.1778,-12.43,92,99,6.2,RU,1712638287
452,bel ombre,-4.6167,55.4167,25.91,89,40,1.03,SC,1712638289
453,tucumcari,35.1717,-103.725,11.08,37,0,5.14,US,1712638156
454,kyaukse,21.6,96.1333,37.0,34,20,2.57,MM,1712638296
455,broome,42.2506,-75.833,11.21,66,0,3.6,US,1712638297
456,besisahar,28.2313,84.3761,26.73,10,0,4.35,NP,1712638299
457,queenstown,-31.8976,26.8753,12.06,76,15,2.35,ZA,1712638062
458,bozoum,6.3193,16.3799,21.21,78,39,2.09,CF,1712638301
459,smithers,54.7804,-127.1743,5.18,52,100,1.54,CA,1712638302
460,fukuecho,32.6881,128.8419,18.2,68,40,9.26,JP,1712638304
461,isangel,-19.55,169.2667,30.06,70,40,3.09,VU,1712638305
462,port saint john's,-31.6229,29.5448,20.12,84,39,1.75,ZA,1712638308
463,acapulco de juarez,16.8634,-99.8901,24.9,83,20,4.12,MX,1712638034
464,acajutla,13.5928,-89.8275,28.14,80,74,3.1,SV,1712638082
465,meulaboh,4.1363,96.1285,29.97,67,92,2.08,ID,1712638312
466,namtsy,62.7161,129.6658,-2.12,86,100,2.87,RU,1712638314
467,wichita falls,33.9137,-98.4934,17.08,59,75,10.8,US,1712638160
468,homer,59.6425,-151.5483,1.94,70,75,4.02,US,1712638316
469,zhicheng,30.2956,111.5047,22.42,54,69,3.08,CN,1712638317
470,oum hadjer,13.2954,19.6966,27.79,13,70,3.99,TD,1712638318
471,oranjemund,-28.55,16.4333,13.87,91,1,2.51,NA,1712638319
472,choyr,46.3611,108.3611,11.17,40,30,2.61,MN,1712638320
473,achinsk,56.2694,90.4993,9.83,65,94,4.92,RU,1712638321
474,villa gesell,-37.2639,-56.973,16.14,93,27,5.49,AR,1712638322
475,sarmiento,-45.5882,-69.07,5.32,48,17,3.01,AR,1712638323
476,mata-utu,-13.2816,-176.1745,29.81,75,99,5.42,WF,1712638324
477,kushiro,42.975,144.3747,3.53,100,75,6.17,JP,1712638262
478,tirebolu,41.0069,38.8139,12.26,75,79,1.61,TR,1712638326
479,poteau,35.0537,-94.6236,19.86,82,75,0.0,US,1712638327
480,dmitrovsk-orlovskiy,52.505,35.1464,13.3,79,100,2.86,RU,1712638328
481,hpa-an,16.8906,97.6333,42.14,25,0,0.09,MM,1712638329
482,miles city,46.4083,-105.8406,4.54,81,0,4.63,US,1712638330
483,nishinoomote,30.7333,131.0,16.31,94,75,2.57,JP,1712638330
484,orland,39.7474,-122.1964,15.17,60,3,2.39,US,1712638068
485,kuqa,41.7278,82.9364,18.03,25,18,2.07,CN,1712638332
486,milford haven,51.7128,-5.0341,6.81,94,100,16.61,GB,1712638333
487,salalah,17.0151,54.0924,28.05,74,40,1.03,OM,1712638334
488,zdvinsk,54.7021,78.661,7.63,75,100,4.81,RU,1712638335
489,port macquarie,-31.4333,152.9167,23.65,52,55,5.82,AU,1712638336
490,cururupu,-1.8283,-44.8683,23.01,100,100,0.15,BR,1712638336
491,calvinia,-31.4707,19.776,11.69,93,93,4.11,ZA,1712638338
492,rauma,61.1272,21.5113,2.02,99,100,2.69,FI,1712638339
493,taghazout,30.5426,-9.7112,13.43,62,0,0.36,MA,1712638341
494,labasa,-16.4167,179.3833,26.61,89,100,2.45,FJ,1712638342
495,toliara,-23.35,43.6667,25.68,66,52,1.19,MG,1712638343
496,kovalam,8.3667,76.9967,33.05,66,20,3.6,IN,1712638345
497,vila franca do campo,37.7167,-25.4333,18.27,99,93,2.65,PT,1712638348
498,post,33.1909,-101.3782,12.76,94,19,7.58,US,1712638349
499,campina verde,-19.5356,-49.4864,22.18,73,52,2.65,BR,1712638350
500,barghat,22.0333,79.7167,29.08,44,17,5.14,IN,1712638351
501,jardim do serido,-6.5844,-36.7744,24.55,83,98,1.37,BR,1712638351
502,panaba,21.2833,-88.2667,23.86,71,0,5.92,MX,1712638352
503,selenice,40.5306,19.6358,14.46,70,7,2.06,AL,1712638354
504,kapurthala,31.3794,75.3847,34.05,8,47,1.16,IN,1712638355
505,bubaque,11.2833,-15.8333,25.18,66,69,5.2,GW,1712638356
506,kapit,2.0167,112.9333,35.17,49,55,0.91,MY,1712638357
507,asipovichy,53.2933,28.6422,12.99,83,7,1.85,BY,1712638358
508,plettenberg bay,-34.0527,23.3716,17.68,98,100,2.19,ZA,1712638359
509,taltal,-25.4,-70.4833,17.39,84,18,1.12,CL,1712638360
510,siwa oasis,29.2041,25.5195,15.69,70,0,3.07,EG,1712638361
511,yugorsk,61.3133,63.3319,-5.06,98,99,2.96,RU,1712638362
512,castro,-24.7911,-50.0119,16.71,98,25,1.34,BR,1712638363
513,port douglas,-16.4833,145.4667,28.53,69,98,2.43,AU,1712638464
514,seydi,39.4816,62.9137,17.22,30,100,7.27,TM,1712638469
515,kayangel,8.0823,134.7173,28.41,73,95,5.83,PW,1712638471
516,nyurba,63.2842,118.3319,-2.73,74,28,2.22,RU,1712638473
517,cidreira,-30.1811,-50.2056,21.75,89,1,1.11,BR,1712638475
518,gembu,6.7,11.2667,17.98,87,100,1.31,NG,1712638477
519,kibakwe,-6.7167,36.3667,19.63,89,98,0.5,TZ,1712638479
520,togur,58.3631,82.8265,-1.03,82,100,3.13,RU,1712638482
521,horta,38.5333,-28.6333,16.68,96,79,7.6,PT,1712638483
522,sechura,-5.5569,-80.8222,23.9,70,45,5.43,PE,1712638202
523,kameshkovo,56.3481,41.0047,9.84,93,80,2.25,RU,1712638486
524,kenora,49.8167,-94.4337,3.54,100,100,2.06,CA,1712638490
525,kuhdasht,33.535,47.6061,17.87,59,99,2.84,IR,1712638491
526,orangeburg,33.4918,-80.8557,14.91,81,0,1.54,US,1712638493
527,zhanaozen,43.3,52.8,15.02,39,77,4.4,KZ,1712638495
528,swift current,50.2834,-107.8014,3.45,70,0,4.63,CA,1712638497
529,haiku-pauwela,20.9219,-156.3051,22.8,76,40,9.26,US,1712638499
530,quang ngai,15.1167,108.8,34.11,43,61,5.45,VN,1712638499
531,port lincoln,-34.7333,135.8667,16.38,53,66,6.1,AU,1712638521
532,floro,61.5996,5.0328,8.04,76,75,4.12,NO,1712638522
533,reggane,26.7158,0.1714,28.06,11,0,1.69,DZ,1712638538
534,ak-suu,42.4995,78.527,9.83,40,80,2.41,KG,1712638539
535,pokhara,28.2333,83.9833,27.73,8,0,3.82,NP,1712638540
536,parfino,57.9731,31.6481,9.56,80,100,1.34,RU,1712638541
537,'ain el berd,35.3639,-0.5128,14.57,77,40,6.17,DZ,1712638542
538,orange walk,17.8333,-88.8333,23.42,99,15,1.47,BZ,1712638543
539,port-gentil,-0.7193,8.7815,27.43,81,100,1.88,GA,1712638544
540,corumba,-19.0092,-57.6533,26.48,75,100,0.61,BR,1712638306
541,labytnangi,66.6572,66.4183,-15.9,82,1,3.08,RU,1712638545
542,villefontaine,45.6125,5.1456,8.79,93,100,4.63,FR,1712638546
543,severo-yeniseyskiy,60.3725,93.0408,0.73,91,100,3.09,RU,1712638548
544,maryborough,-25.5333,152.7,27.84,51,100,3.29,AU,1712638549
545,seosan,36.7817,126.4522,17.5,42,0,3.72,KR,1712638550
546,san juan del sur,11.2529,-85.8705,27.17,74,50,8.37,NI,1712638551
547,mairi,-11.7114,-40.1489,21.37,98,59,1.87,BR,1712638455
548,tangalle,6.024,80.7911,31.09,47,99,4.16,LK,1712638553
549,niafunke,15.9322,-3.9906,30.09,30,46,4.53,ML,1712638554
550,apartado,7.883,-76.6259,22.81,96,100,0.45,CO,1712638555
551,saldanha,-33.0117,17.9442,15.03,87,5,7.08,ZA,1712638557
552,soe,-9.8607,124.284,24.26,89,78,1.07,ID,1712638558
553,souillac,-20.5167,57.5167,27.97,81,55,2.67,MU,1712638559
554,quelimane,-17.8786,36.8883,25.56,92,79,0.56,MZ,1712638561
555,saint-benoit,-21.038,55.7194,28.06,72,66,3.7,RE,1712638562
556,nizhniy odes,63.6445,54.856,-7.86,74,19,2.91,RU,1712638564
557,ola,59.5833,151.2833,-2.7,87,89,1.33,RU,1712638565
558,mount pleasant,32.7941,-79.8626,16.1,94,0,0.0,US,1712638274
559,uturoa,-16.7333,-151.4333,28.49,82,95,5.78,PF,1712638567
560,pangody,65.85,74.4859,-14.98,88,18,6.38,RU,1712638567
561,den burg,53.0542,4.7972,11.65,93,100,7.72,NL,1712638568
562,urussu,54.5981,53.4631,7.89,93,89,4.56,RU,1712638569
563,kapa'a,22.0752,-159.319,25.99,83,75,10.29,US,1712638570
564,seme,15.1942,-12.9448,27.34,19,0,4.34,SN,1712638571
565,bandon,51.7469,-8.7425,5.77,65,16,8.28,IE,1712638572
566,dogansehir,38.0919,37.8789,5.59,91,99,3.99,TR,1712638573
567,kattivakkam,13.2167,80.3167,32.28,56,79,4.85,IN,1712638573
568,isiro,2.7739,27.616,19.18,98,98,1.01,CD,1712638574
569,ciudad madero,22.2667,-97.8333,25.59,91,34,5.41,MX,1712638319
570,myeik,12.4333,98.6,32.65,58,85,2.38,MM,1712638576
571,portland,45.5234,-122.6762,13.02,78,100,2.24,US,1712637772
572,lhuentse,27.6679,91.1839,20.49,40,87,1.85,BT,1712638577
573,saudarkrokur,65.7461,-19.6394,-5.32,89,96,2.55,IS,1712638578
574,nova sintra,14.8667,-24.7167,22.67,73,0,11.29,CV,1712638579
575,puerto deseado,-47.7503,-65.8938,5.52,48,16,7.09,AR,1712638580
576,pimentel,-6.8367,-79.9342,26.16,57,0,6.17,PE,1712638581
577,santa quiteria,-4.3319,-40.1567,22.68,98,98,0.67,BR,1712638582
578,ouro preto do oeste,-10.7481,-62.2158,22.42,96,72,1.48,BR,1712638582
579,olhao,37.0286,-7.8411,10.94,65,0,1.54,PT,1712638583
580,reyes,-14.3167,-67.3833,24.1,94,100,1.14,BO,1712638584
581,amungan,15.3652,119.9582,30.31,63,58,5.25,PH,1712638584
582,riberalta,-10.9833,-66.1,23.52,98,99,1.08,BO,1712638467
583,houghton,47.1219,-88.569,8.71,89,100,2.57,US,1712638474
584,sylva,58.0348,56.7635,5.65,97,100,3.47,RU,1712638586
585,kartaly,53.0522,60.6467,4.45,92,98,7.15,RU,1712638587
586,katsuren-haebaru,26.3369,127.8719,24.01,63,75,9.77,JP,1712638588
587,sao pedro do sul,-29.6206,-54.1789,20.86,91,95,1.3,BR,1712638335
588,challapata,-18.9,-66.7667,11.7,56,99,1.41,BO,1712638589
589,inhambane,-23.865,35.3833,23.99,88,40,0.0,MZ,1712638589
590,mournies,35.4764,24.0092,16.57,82,40,1.54,GR,1712638590
591,alaghsas,17.0187,8.0168,25.47,14,86,5.75,NE,1712638592
